year,CCCma_CanESM5_r1i1p1f1_esm-ssp585,CCCma_CanESM5_r2i1p1f1_esm-ssp585,CCCma_CanESM5_r3i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r1i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r2i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r3i1p1f1_esm-ssp585,CCCma_CanESM5_r1i1p1f1_esm-hist,CCCma_CanESM5_r2i1p1f1_esm-hist,CCCma_CanESM5_r3i1p1f1_esm-hist,CCCma_CanESM5_r4i1p1f1_esm-hist,CCCma_CanESM5_r5i1p1f1_esm-hist,CCCma_CanESM5_r10i1p1f1_historical,CCCma_CanESM5_r11i1p1f1_historical,CCCma_CanESM5_r12i1p1f1_historical,CCCma_CanESM5_r13i1p1f1_historical,CCCma_CanESM5_r14i1p1f1_historical,CCCma_CanESM5_r15i1p1f1_historical,CCCma_CanESM5_r16i1p1f1_historical,CCCma_CanESM5_r17i1p1f1_historical,CCCma_CanESM5_r18i1p1f1_historical,CCCma_CanESM5_r19i1p1f1_historical,CCCma_CanESM5_r1i1p1f1_historical,CCCma_CanESM5_r1i1p2f1_historical,CCCma_CanESM5_r20i1p1f1_historical,CCCma_CanESM5_r21i1p1f1_historical,CCCma_CanESM5_r22i1p1f1_historical,CCCma_CanESM5_r23i1p1f1_historical,CCCma_CanESM5_r24i1p1f1_historical,CCCma_CanESM5_r25i1p1f1_historical,CCCma_CanESM5_r2i1p1f1_historical,CCCma_CanESM5_r2i1p2f1_historical,CCCma_CanESM5_r3i1p1f1_historical,CCCma_CanESM5_r3i1p2f1_historical,CCCma_CanESM5_r4i1p1f1_historical,CCCma_CanESM5_r4i1p2f1_historical,CCCma_CanESM5_r5i1p1f1_historical,CCCma_CanESM5_r6i1p1f1_historical,CCCma_CanESM5_r6i1p2f1_historical,CCCma_CanESM5_r7i1p1f1_historical,CCCma_CanESM5_r7i1p2f1_historical,CCCma_CanESM5_r8i1p1f1_historical,CCCma_CanESM5_r8i1p2f1_historical,CCCma_CanESM5_r9i1p1f1_historical,CNRM-CERFACS_CNRM-ESM2-1_r1i1p1f2_esm-hist,CNRM-CERFACS_CNRM-ESM2-1_r1i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r2i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r3i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r4i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r5i1p1f2_historical,IPSL_IPSL-CM6A-LR_r10i1p1f1_historical,IPSL_IPSL-CM6A-LR_r11i1p1f1_historical,IPSL_IPSL-CM6A-LR_r12i1p1f1_historical,IPSL_IPSL-CM6A-LR_r13i1p1f1_historical,IPSL_IPSL-CM6A-LR_r14i1p1f1_historical,IPSL_IPSL-CM6A-LR_r15i1p1f1_historical,IPSL_IPSL-CM6A-LR_r16i1p1f1_historical,IPSL_IPSL-CM6A-LR_r17i1p1f1_historical,IPSL_IPSL-CM6A-LR_r18i1p1f1_historical,IPSL_IPSL-CM6A-LR_r19i1p1f1_historical,IPSL_IPSL-CM6A-LR_r1i1p1f1_historical,IPSL_IPSL-CM6A-LR_r20i1p1f1_historical,IPSL_IPSL-CM6A-LR_r21i1p1f1_historical,IPSL_IPSL-CM6A-LR_r22i1p1f1_historical,IPSL_IPSL-CM6A-LR_r23i1p1f1_historical,IPSL_IPSL-CM6A-LR_r24i1p1f1_historical,IPSL_IPSL-CM6A-LR_r25i1p1f1_historical,IPSL_IPSL-CM6A-LR_r26i1p1f1_historical,IPSL_IPSL-CM6A-LR_r27i1p1f1_historical,IPSL_IPSL-CM6A-LR_r28i1p1f1_historical,IPSL_IPSL-CM6A-LR_r29i1p1f1_historical,IPSL_IPSL-CM6A-LR_r2i1p1f1_historical,IPSL_IPSL-CM6A-LR_r30i1p1f1_historical,IPSL_IPSL-CM6A-LR_r31i1p1f1_historical,IPSL_IPSL-CM6A-LR_r3i1p1f1_historical,IPSL_IPSL-CM6A-LR_r4i1p1f1_historical,IPSL_IPSL-CM6A-LR_r5i1p1f1_historical,IPSL_IPSL-CM6A-LR_r6i1p1f1_historical,IPSL_IPSL-CM6A-LR_r7i1p1f1_historical,IPSL_IPSL-CM6A-LR_r8i1p1f1_historical,IPSL_IPSL-CM6A-LR_r9i1p1f1_historical,MIROC_MIROC-ES2L_r1i1p1f2_historical,MIROC_MIROC-ES2L_r2i1p1f2_historical,MIROC_MIROC-ES2L_r3i1p1f2_historical,MOHC_UKESM1-0-LL_r1i1p1f2_historical,MOHC_UKESM1-0-LL_r2i1p1f2_historical,MOHC_UKESM1-0-LL_r3i1p1f2_historical,MOHC_UKESM1-0-LL_r4i1p1f2_historical,MOHC_UKESM1-0-LL_r8i1p1f2_historical,NCAR_CESM2-WACCM_r1i1p1f1_historical,NCAR_CESM2-WACCM_r2i1p1f1_historical,NCAR_CESM2-WACCM_r3i1p1f1_historical,NCAR_CESM2_r10i1p1f1_historical,NCAR_CESM2_r11i1p1f1_historical,NCAR_CESM2_r1i1p1f1_historical,NCAR_CESM2_r2i1p1f1_historical,NCAR_CESM2_r3i1p1f1_historical,NCAR_CESM2_r4i1p1f1_historical,NCAR_CESM2_r5i1p1f1_historical,NCAR_CESM2_r6i1p1f1_historical,NCAR_CESM2_r7i1p1f1_historical,NCAR_CESM2_r8i1p1f1_historical,NCAR_CESM2_r9i1p1f1_historical,CCCma_CanESM5_r10i1p1f1_hist-GHG,CCCma_CanESM5_r1i1p1f1_hist-GHG,CCCma_CanESM5_r2i1p1f1_hist-GHG,CCCma_CanESM5_r3i1p1f1_hist-GHG,CCCma_CanESM5_r4i1p1f1_hist-GHG,CCCma_CanESM5_r5i1p1f1_hist-GHG,CCCma_CanESM5_r6i1p1f1_hist-GHG,CCCma_CanESM5_r7i1p1f1_hist-GHG,CCCma_CanESM5_r8i1p1f1_hist-GHG,CCCma_CanESM5_r9i1p1f1_hist-GHG,CCCma_CanESM5_r10i1p1f1_hist-aer,CCCma_CanESM5_r1i1p1f1_hist-aer,CCCma_CanESM5_r2i1p1f1_hist-aer,CCCma_CanESM5_r3i1p1f1_hist-aer,CCCma_CanESM5_r4i1p1f1_hist-aer,CCCma_CanESM5_r5i1p1f1_hist-aer,CCCma_CanESM5_r6i1p1f1_hist-aer,CCCma_CanESM5_r7i1p1f1_hist-aer,CCCma_CanESM5_r8i1p1f1_hist-aer,CCCma_CanESM5_r9i1p1f1_hist-aer,CCCma_CanESM5_r10i1p1f1_hist-nat,CCCma_CanESM5_r1i1p1f1_hist-nat,CCCma_CanESM5_r2i1p1f1_hist-nat,CCCma_CanESM5_r3i1p1f1_hist-nat,CCCma_CanESM5_r4i1p1f1_hist-nat,CCCma_CanESM5_r5i1p1f1_hist-nat,CCCma_CanESM5_r6i1p1f1_hist-nat,CCCma_CanESM5_r7i1p1f1_hist-nat,CCCma_CanESM5_r8i1p1f1_hist-nat,CCCma_CanESM5_r9i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-nat,CCCma_CanESM5-CanOE_r1i1p2f1_ssp585,CCCma_CanESM5-CanOE_r2i1p2f1_ssp585,CCCma_CanESM5-CanOE_r3i1p2f1_ssp585,CCCma_CanESM5_r10i1p1f1_ssp245,CCCma_CanESM5_r10i1p2f1_ssp245,CCCma_CanESM5_r1i1p2f1_ssp245
1888,,,,,,,4228.143,1139.4751,1421.6699,402.84058,2751.028,11801.063,8510.332,10375.306,5306.922,12375.925,4648.427,12657.89,9015.288,6926.7593,5154.678,7544.8813,11846.468,8542.523,12063.263,6797.185,4385.1953,5842.4624,8021.0,7626.7144,7011.265,12418.81,11380.944,8105.6094,8388.43,12068.316,9519.169,10146.082,6446.405,13787.664,9380.352,5255.813,12620.177,-25750.328,-17424.602,-15500.47,-22449.514,-14718.761,-16609.637,20518.85,18531.42,22553.633,16527.69,17731.352,21793.057,19031.69,24778.65,18068.38,14671.676,17010.244,21101.408,15424.696,15677.519,19429.45,19554.053,20851.71,22332.225,18647.053,15328.597,20742.25,15001.469,12564.935,16901.123,21291.584,16744.164,17950.625,18007.195,17521.494,19602.076,15180.581,63908.293,13200.567,16727.383,24738.291,25837.287,27816.656,27756.475,41358.293,8633.681,7139.4707,12483.591,10969.422,7946.849,4773.7886,4073.1367,8963.384,20562.547,6943.5786,9639.923,4048.7937,16576.467,10568.829,11405.723,13204.653,9209.484,9801.479,15898.958,6641.9604,9354.69,12167.285,12202.867,7281.0483,3021.5515,2752.9514,281.5311,-2832.783,-2283.8801,1608.4048,2351.3635,3857.7288,-4648.084,-883.146,3191.7832,593.934,-1859.7614,-2943.11,-1600.8102,1219.371,-4544.243,-2564.8328,-4406.789,-1236.5983,21725.287,15684.829,18687.12,20728.027,18580.49,20353.111,20656.045,17947.184,17964.283,9730.703,11104.663,8910.2,9197.634,10002.349,10753.222,9274.126,13973.86,11458.331,12140.493,3304.261,4666.271,9750.8545,9909.87,9933.906,7333.9517,8485.222,13148.625,,,,,,
1889,,,,,,,4733.644,2789.2852,2289.8826,-2371.7146,4893.7056,9151.447,7514.4243,12394.168,4917.392,10777.89,3098.1318,6845.242,4297.709,10747.462,6540.221,5629.6665,7701.9556,12724.262,15409.978,8089.0063,8439.99,8587.781,8333.009,5916.354,8689.89,8960.919,6043.0356,8157.838,9837.276,7627.0938,9019.192,9629.461,3030.8684,11747.351,9437.597,6260.9653,9625.345,-24790.682,-23108.33,-13972.379,-17639.064,-10886.194,-11857.651,21756.951,16096.113,17115.234,15674.008,19072.945,21292.688,16857.719,21010.705,16548.754,17326.889,13467.433,18358.39,17039.158,20682.93,20311.826,19400.662,23465.494,21338.287,17020.049,14231.583,19578.596,18950.158,12275.165,14858.31,21301.26,16297.374,18080.232,17056.736,17124.145,20620.115,21347.56,48426.457,19529.691,13766.036,24699.342,43477.598,27771.977,39060.844,47754.766,8506.955,9193.099,9148.167,8533.661,8828.856,5536.3555,8385.364,13576.535,19544.818,11849.585,9088.795,4578.2617,13827.532,4281.338,9103.937,8137.2524,12039.737,11739.88,12851.683,14641.87,7381.53,11260.426,9909.683,3575.3672,492.72635,-517.7078,-2936.1912,-717.3166,424.84756,-2955.4631,-476.8639,1997.3048,755.56616,-3362.8728,-4735.1655,1841.1578,-7410.955,-1662.7856,-2838.0798,2825.0615,-1013.4117,-2886.0793,-4661.391,-1584.3394,24881.24,21525.94,21562.99,22586.53,21669.174,23383.264,15418.742,18771.268,19963.547,6872.285,11689.539,3057.0261,7977.7046,8324.567,9700.178,8504.03,8724.605,5659.518,8873.497,9780.272,8133.594,8276.14,8604.755,8634.954,8084.7524,9451.587,12742.52,,,,,,
1890,,,,,,,809.8535,3826.3708,-1074.495,-162.77888,2673.4202,9572.444,4511.649,9311.218,8046.31,9609.803,3800.6592,8110.364,4025.239,10466.434,6207.0845,10423.237,7734.179,10675.226,12978.293,10863.78,9271.89,8254.529,5112.6167,7390.319,10926.976,14088.532,9192.085,7693.3745,10328.931,11705.47,6297.2944,10434.1455,7784.377,14387.052,13433.282,8960.053,11391.293,-16231.653,-14602.806,-14574.079,-14446.934,-12276.714,-13765.251,23536.104,18963.54,19197.504,16864.412,18122.453,21292.76,22695.467,22797.787,16301.07,21157.729,15644.441,15188.562,20054.58,19886.422,20010.932,23506.21,18799.229,22021.127,9472.985,17931.336,21262.736,17778.014,17880.295,17879.715,20589.047,15189.84,19328.05,16745.016,18755.594,16661.066,19986.307,57881.98,17041.35,11803.954,59036.375,51986.28,41053.91,29527.873,43977.44,8475.397,4234.9233,15391.528,9877.026,6513.6094,3341.1602,10706.815,11908.281,13805.372,16889.693,10195.095,4671.791,7733.064,13447.0625,8399.548,11919.617,12591.325,14333.062,9729.388,11684.734,11689.411,7241.5234,8561.536,10411.467,3201.0818,592.10547,-2342.8147,-3222.9553,3667.7117,-3687.2512,712.46484,-2317.1199,2221.1348,-3868.705,-6664.8223,-1367.9209,66.559166,221.33806,252.50537,-251.41988,-4181.1187,-1863.5511,481.5537,-14.99406,22949.5,20761.195,21167.795,22157.025,20278.791,22500.217,16314.207,22269.016,22215.9,8607.392,12669.579,5810.8403,9017.113,10505.912,11793.317,8629.274,10112.727,6602.789,12484.388,8747.228,9606.863,10462.362,8325.157,7716.9604,10265.581,12782.504,9633.579,,,,,,
1891,,,,,,,1234.9191,3093.136,3435.7966,-27.652405,2546.8223,14350.192,6893.7397,11145.136,7053.473,9981.579,5496.074,15578.52,9817.164,8112.492,9568.903,13937.524,7020.051,11845.278,14287.145,8120.8696,12574.786,8652.829,9100.76,7981.777,11734.351,14506.9375,9353.879,12734.199,13197.069,16748.904,7189.52,10094.833,7189.0864,12656.815,10084.748,6973.5195,13986.651,-32740.326,-27884.229,-19308.928,-14035.698,-10443.108,-14018.391,23065.463,17043.506,16489.24,23798.414,19016.459,19258.842,21068.162,20991.674,16896.54,18135.164,18119.793,14766.746,17828.883,21179.537,22214.367,23763.453,23539.9,21807.795,13525.136,18259.082,22255.361,20827.58,18391.197,16626.4,20626.016,19054.127,19328.83,18047.201,18212.977,21841.291,15304.125,54799.69,15243.911,10839.245,60312.7,39319.98,42637.594,41383.152,19228.33,4808.0015,4066.93,16022.289,13040.867,7708.889,6679.217,11221.128,10893.323,9677.429,16356.702,10030.827,5103.6377,8055.847,13305.981,8286.36,9790.455,13710.9795,14106.435,11790.575,5497.3823,10942.883,8964.517,7419.818,9493.368,2746.5706,2276.8132,-3656.049,-549.3238,843.33594,796.0276,-804.67236,-2436.8787,1726.998,-1562.1383,-3995.8103,374.99924,-1105.4368,-1905.6603,345.78458,-20.92753,-2840.49,-1255.0895,-2818.1653,447.5029,20050.113,20641.932,18419.26,23035.844,18684.863,18185.812,15349.984,23125.97,20476.205,6596.0474,16224.8125,8732.856,3133.6243,8029.7397,10987.031,8105.905,10518.432,4216.735,12793.085,6782.492,5963.6016,8949.777,10177.171,12559.116,12616.435,10599.973,9277.058,,,,,,
1892,,,,,,,2634.8142,697.2165,6304.01,-1811.6334,-940.1941,13062.2705,9701.139,10372.214,3799.3398,10929.148,7056.7954,14099.94,7161.553,10977.474,8338.656,11724.157,7892.2573,14707.309,12894.31,8387.12,12929.919,11764.335,8839.706,9913.537,12594.302,13557.337,9421.424,12834.872,9730.106,12824.16,12810.9375,7807.763,8261.431,13446.008,11760.491,10471.209,10067.169,-28785.424,-16540.527,-17727.338,-21337.951,-8235.562,-24913.283,22847.807,16222.355,20948.625,19035.62,20225.158,21250.436,19598.97,20224.908,15709.325,19701.11,18482.875,17493.498,20828.955,16714.959,17356.727,20742.37,22012.072,20899.678,16626.814,15299.367,17721.477,23976.76,17767.271,16910.145,16878.125,20922.383,20175.902,23166.154,19953.064,14088.112,17930.94,69201.25,15957.868,14732.565,34970.55,35735.285,48338.83,50754.37,29354.244,5059.52,2976.6653,10281.427,11447.297,9376.701,3541.6338,9974.14,8553.368,8313.401,16857.803,8483.444,8702.509,7417.967,10172.217,11865.973,11123.222,10433.757,14296.855,14240.762,5924.3984,13295.937,7592.992,9560.374,10918.524,1680.2339,-1134.9708,-5240.774,-2336.0247,-499.28345,-2257.3416,714.22174,1006.94196,-575.6956,-3242.529,-2076.8333,1802.0127,-811.34247,-529.4119,-141.33342,-1836.5591,-725.29816,-1929.1978,-2169.62,899.3633,21583.295,22546.258,20632.336,23327.055,15919.191,23764.17,17323.684,20115.498,19320.447,5020.272,12745.198,13819.172,4819.2974,5195.633,13575.159,3030.0283,11719.94,5916.9805,8273.592,10907.794,7580.752,4000.4043,10788.491,5061.043,9409.335,8902.266,4492.357,,,,,,
1893,,,,,,,4655.481,2055.208,4386.165,625.23334,-4267.913,13137.526,9322.618,11970.9795,7473.3726,13066.609,12567.161,17283.324,9130.047,9989.387,9341.904,9275.776,7879.3003,12762.157,15304.661,9445.643,9986.03,10427.198,8195.989,8124.9673,10100.348,14377.405,11110.954,12080.513,10670.793,8486.524,9864.308,5490.82,9931.981,11058.786,15791.344,12501.78,9244.321,-29923.477,-16465.516,-11861.946,-15990.163,-7844.592,-14694.235,21552.846,16983.797,22065.164,17526.514,20528.057,20445.102,18166.87,16398.166,20979.492,20546.758,18534.254,17527.62,17846.176,17553.912,18994.455,17389.834,18643.314,17725.543,14034.984,19066.695,21394.537,22378.256,15046.464,19646.502,20751.049,18253.01,19817.541,23750.924,17472.424,12009.145,19487.568,57395.832,14677.684,15567.655,36600.395,30938.947,34252.246,45136.105,35632.863,7038.237,7642.248,14664.172,13651.633,9689.581,6446.349,12267.292,8888.452,10844.853,12429.978,13120.669,5347.288,6061.402,13096.598,11697.578,10411.882,12240.6455,12805.878,11545.961,10088.657,15155.004,9540.6,11351.388,8314.695,390.01474,-920.39496,-1687.5244,-29.258911,1063.122,724.1909,2554.6536,2933.5657,-1631.2645,-4361.737,536.3698,-2443.156,-1197.4385,-3837.7634,-1352.4742,-717.11053,-3039.8323,-30.650064,-3307.9475,-414.56577,19130.543,22374.365,22122.002,26439.797,21966.275,20213.932,15645.017,18769.271,14779.774,9463.952,10294.366,13142.703,10711.629,7216.5874,7662.185,5338.041,12244.469,9946.343,10324.856,6364.403,11344.315,9049.925,7281.011,10196.853,6876.8696,10447.446,8309.435,,,,,,
1894,,,,,,,-305.08963,2184.171,2205.3728,5322.2476,-2747.2449,9809.95,8625.292,11968.526,6685.1406,10235.3125,11683.284,16107.495,12045.047,9143.625,9914.856,11093.567,8190.4453,13810.392,10069.212,9257.665,8450.483,10960.223,9269.506,7586.359,11239.216,14558.246,10144.679,7700.008,11185.202,9124.606,7239.41,2752.0547,12294.574,12507.026,16108.405,6678.605,11516.672,-24111.281,-8001.6772,-16183.872,-15502.441,-12821.512,-20247.717,25618.633,19727.65,21490.24,18974.957,18205.807,19921.363,17822.42,21332.799,18299.896,18853.918,20694.527,18065.414,25778.393,21187.045,17222.64,20070.47,21965.54,18229.207,18771.453,19041.076,20437.936,23952.459,17688.752,17289.436,21225.361,20847.889,23020.58,23827.209,16531.984,17685.928,16318.708,43350.434,17932.992,17485.375,37068.113,23132.154,33729.8,-337.5814,55032.45,7145.703,9732.227,9363.512,12321.93,9652.418,6232.3696,13348.907,9325.912,7701.7456,13181.235,11546.691,8351.59,10226.542,7896.9165,10482.916,9687.286,8376.16,9931.434,13161.547,6934.095,12126.609,9511.338,11432.491,7581.9766,-2909.4023,1170.1752,-1877.3436,1860.7842,1027.5195,1247.4655,-2964.7615,-34.311443,-28.313639,-726.7592,-1783.775,-232.66797,-1338.3221,-935.2197,-4507.6914,866.48846,-443.10046,-2629.5225,-2152.2869,-1825.0377,19687.28,25299.514,17921.572,24331.438,21270.197,23764.844,17902.006,22069.178,17366.158,8470.905,10798.417,11915.214,5149.5093,8641.4795,10344.306,14184.335,7630.4023,2606.4292,8028.494,8883.569,6323.1133,8852.678,8105.684,11493.245,3494.0593,6183.1196,8460.7,,,,,,
1895,,,,,,,-3977.801,3390.6804,1904.7554,7643.6133,1954.6058,10665.202,5204.2153,15229.937,9820.304,11116.406,10444.331,14031.246,9769.54,10146.132,7819.842,11443.69,11251.938,10513.935,9452.2705,10436.378,7804.9106,12758.059,7748.348,9825.574,8882.193,8995.57,10016.936,12029.593,7450.4536,11662.242,11166.094,4774.4175,14448.117,14254.316,15406.391,8119.7305,9019.29,-29259.002,-13204.355,-18144.107,-15437.665,-9395.524,-19378.113,19218.807,20699.908,21334.674,22076.713,19149.188,19607.459,14997.227,17489.78,19936.154,16660.021,19813.04,19542.586,22917.906,18247.477,17660.35,14772.825,17339.383,20725.04,19390.441,18722.885,17970.236,21749.322,18374.709,17386.42,19187.613,18238.426,20474.271,23204.312,22174.24,23131.383,19284.365,38713.42,17994.734,10871.423,42411.598,21880.219,23573.146,40862.8,50376.582,8620.39,11707.933,6004.8296,10240.096,1591.3436,4769.4736,12701.977,5136.2383,7789.6836,12166.902,10242.716,9838.028,10278.761,6872.6353,11126.589,9644.973,10929.445,9797.184,12706.656,10189.407,13084.805,11422.478,12680.9375,10527.195,-3022.3162,962.8957,-3874.9353,2272.5105,-1831.7783,291.04004,-1502.4772,-251.9174,-1825.9652,-1031.126,-810.6753,1468.901,-4022.903,-312.41837,651.9235,-1693.8646,-658.4168,610.77545,-2120.093,-987.9875,20581.693,24912.82,17842.361,21884.875,18766.06,21904.057,20502.312,18268.97,18652.486,11707.325,5921.113,9071.062,11945.169,11438.492,14942.708,11131.733,6490.078,12089.538,10847.262,6786.1753,4505.605,12468.278,2718.7517,9518.953,7507.7144,7494.237,8417.772,,,,,,
1896,,,,,,,-1578.4779,4710.0273,3129.028,9088.825,5190.006,6227.0645,6366.566,10748.873,10954.781,11778.906,10981.527,14406.039,9367.673,11785.909,8323.015,12753.749,8162.4946,10757.007,12567.749,6809.156,9157.075,10486.052,9850.984,6175.822,10538.289,9918.523,10838.46,9644.416,10536.485,12303.825,9503.319,8974.261,12860.739,12227.1875,17038.225,9020.769,10019.578,-35803.0,-14593.371,-12710.672,-12368.473,-10111.086,-25194.357,23371.469,20025.205,20739.035,23014.482,19622.281,20058.16,21343.973,17849.322,19735.236,20996.99,18978.26,19651.35,16597.602,17656.475,17853.26,15780.011,18161.19,19652.387,20513.928,21923.016,20049.834,19816.104,19350.398,16032.34,16341.204,18945.209,17212.55,26240.791,20808.537,21013.268,20602.44,60527.895,16120.148,13912.989,49563.113,42261.926,39072.574,38756.863,56739.207,9148.504,15081.55,5390.6733,9201.55,8544.583,8361.165,10425.327,8979.042,8890.112,10634.94,11207.267,10968.341,11360.687,10129.906,12920.383,11101.473,10096.568,11727.563,12333.569,7232.2925,16350.919,8889.433,11931.919,12460.309,2161.5713,-147.0691,-1022.36285,2720.5654,4343.938,-2054.135,-3928.502,-1434.9706,-2617.5168,-1349.3618,-1930.8761,-3269.0422,-2669.947,-746.0871,2266.884,-1768.27,-3062.8057,-211.36475,-86.55737,-931.3662,23486.398,22255.867,20753.49,20115.361,20924.852,21461.666,18417.326,19425.268,21078.22,13318.887,10862.209,11991.156,13363.784,10803.774,10579.026,6381.6294,7773.529,6896.6753,12629.547,10140.742,189.25471,11555.009,5890.3794,10403.851,7254.447,9382.675,7459.8237,,,,,,
1897,,,,,,,3985.7312,4285.4116,2012.4703,8962.3955,5156.4233,5585.873,6158.91,13318.777,8829.636,16464.506,12753.044,11933.409,12999.735,8418.601,8186.1914,8131.0273,7536.902,10557.783,15867.722,9957.3545,10971.642,10053.733,9890.682,7329.951,15148.132,10342.589,10256.391,7256.3325,12068.168,6511.463,12320.134,10411.978,13381.855,16328.7,14198.952,8565.199,12874.215,-24572.406,-10674.746,-10841.427,-13428.18,-17295.178,-13656.704,18419.049,17779.66,21534.348,18928.775,19426.67,18663.912,21043.057,18822.016,18935.426,19967.18,21928.29,16800.97,16475.744,23094.28,15407.594,16956.982,19067.854,19919.623,20841.822,21206.656,17751.982,19408.473,20660.912,14592.435,22249.475,20714.057,20015.094,19337.654,21534.533,17456.37,17264.955,57006.668,19192.72,14200.892,35859.75,54519.56,56350.09,33873.61,63238.52,13477.194,15966.585,7914.196,8272.362,4221.9146,2363.0356,11220.405,6773.3247,2594.1282,14356.903,9942.728,17672.494,13876.28,14465.41,13436.249,10014.752,11436.024,9217.806,13172.961,8250.801,13741.296,11067.172,8144.695,10218.909,2353.7253,-233.07845,3093.5164,682.477,946.1142,1744.5186,-2621.921,-110.4668,-893.71515,-1640.0068,-869.3073,-6211.736,-2693.2761,232.69304,-1268.3014,1973.8761,-5360.182,-2870.703,595.4952,-79.756714,25103.361,22355.998,20791.605,22045.291,20023.72,22765.951,18479.104,18437.693,18400.566,13235.531,12336.383,11319.616,11356.317,10256.397,12850.594,9458.448,3303.8738,10274.036,10643.06,8830.64,2958.9333,7031.363,5757.783,11247.082,6098.109,9459.288,8128.3125,,,,,,
1898,,,,,,,5473.2183,4089.0896,-610.68665,4829.428,1796.9069,14714.978,7692.0728,12634.888,8125.951,16327.741,14322.952,11192.099,11384.688,13146.863,16130.409,12526.852,9027.649,10133.288,15431.159,12206.703,12933.742,11183.542,8713.097,8334.5205,12715.223,8254.019,8940.215,9337.683,12868.962,8284.181,13448.331,11905.523,14373.718,13717.879,15692.348,8958.202,7416.4785,-22011.756,-15734.531,-15136.919,-17506.236,-9696.53,-12750.2295,14881.89,15817.581,22651.182,18834.818,16814.822,18672.936,19028.758,15520.883,16657.006,21267.154,18013.645,22169.541,21909.143,18357.15,16123.149,14674.641,15296.884,22656.338,20647.24,22985.62,17406.385,18177.408,21261.592,20640.154,21867.148,21273.982,18480.748,15483.003,25272.205,21802.451,19427.496,52081.56,16744.521,19324.662,32822.605,29185.986,44502.25,32233.986,45626.824,14278.649,14524.606,6117.883,7034.453,7331.487,6733.7227,12030.664,11804.435,8659.168,6821.482,8864.758,16198.113,11841.067,17135.717,12294.41,12009.16,13470.06,11876.304,9468.317,8160.441,13984.481,11057.173,11785.95,10150.529,-621.5301,601.3242,473.3102,-742.49756,1783.375,-2357.6697,406.66455,-1337.4414,1755.3009,-2674.887,-81.17623,-4861.0186,-3988.6853,-2447.3982,2851.3887,-1591.939,-9277.19,-1486.5332,3001.2522,-386.9027,23186.367,19824.943,21808.676,25991.04,20644.822,23092.127,24601.594,20289.955,15599.677,7834.362,8067.3813,11429.386,11046.606,7207.0444,14694.909,11560.556,7519.8384,13141.628,8738.103,5643.4673,7618.1665,3558.826,5188.3726,9956.545,6179.943,9200.611,9028.496,,,,,,
