year,CCCma_CanESM5_r1i1p1f1_esm-ssp585,CCCma_CanESM5_r2i1p1f1_esm-ssp585,CCCma_CanESM5_r3i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r1i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r2i1p1f1_esm-ssp585,CSIRO_ACCESS-ESM1-5_r3i1p1f1_esm-ssp585,CCCma_CanESM5_r1i1p1f1_esm-hist,CCCma_CanESM5_r2i1p1f1_esm-hist,CCCma_CanESM5_r3i1p1f1_esm-hist,CCCma_CanESM5_r4i1p1f1_esm-hist,CCCma_CanESM5_r5i1p1f1_esm-hist,CCCma_CanESM5_r10i1p1f1_historical,CCCma_CanESM5_r11i1p1f1_historical,CCCma_CanESM5_r12i1p1f1_historical,CCCma_CanESM5_r13i1p1f1_historical,CCCma_CanESM5_r14i1p1f1_historical,CCCma_CanESM5_r15i1p1f1_historical,CCCma_CanESM5_r16i1p1f1_historical,CCCma_CanESM5_r17i1p1f1_historical,CCCma_CanESM5_r18i1p1f1_historical,CCCma_CanESM5_r19i1p1f1_historical,CCCma_CanESM5_r1i1p1f1_historical,CCCma_CanESM5_r1i1p2f1_historical,CCCma_CanESM5_r20i1p1f1_historical,CCCma_CanESM5_r21i1p1f1_historical,CCCma_CanESM5_r22i1p1f1_historical,CCCma_CanESM5_r23i1p1f1_historical,CCCma_CanESM5_r24i1p1f1_historical,CCCma_CanESM5_r25i1p1f1_historical,CCCma_CanESM5_r2i1p1f1_historical,CCCma_CanESM5_r2i1p2f1_historical,CCCma_CanESM5_r3i1p1f1_historical,CCCma_CanESM5_r3i1p2f1_historical,CCCma_CanESM5_r4i1p1f1_historical,CCCma_CanESM5_r4i1p2f1_historical,CCCma_CanESM5_r5i1p1f1_historical,CCCma_CanESM5_r6i1p1f1_historical,CCCma_CanESM5_r6i1p2f1_historical,CCCma_CanESM5_r7i1p1f1_historical,CCCma_CanESM5_r7i1p2f1_historical,CCCma_CanESM5_r8i1p1f1_historical,CCCma_CanESM5_r8i1p2f1_historical,CCCma_CanESM5_r9i1p1f1_historical,CNRM-CERFACS_CNRM-ESM2-1_r1i1p1f2_esm-hist,CNRM-CERFACS_CNRM-ESM2-1_r1i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r2i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r3i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r4i1p1f2_historical,CNRM-CERFACS_CNRM-ESM2-1_r5i1p1f2_historical,IPSL_IPSL-CM6A-LR_r10i1p1f1_historical,IPSL_IPSL-CM6A-LR_r11i1p1f1_historical,IPSL_IPSL-CM6A-LR_r12i1p1f1_historical,IPSL_IPSL-CM6A-LR_r13i1p1f1_historical,IPSL_IPSL-CM6A-LR_r14i1p1f1_historical,IPSL_IPSL-CM6A-LR_r15i1p1f1_historical,IPSL_IPSL-CM6A-LR_r16i1p1f1_historical,IPSL_IPSL-CM6A-LR_r17i1p1f1_historical,IPSL_IPSL-CM6A-LR_r18i1p1f1_historical,IPSL_IPSL-CM6A-LR_r19i1p1f1_historical,IPSL_IPSL-CM6A-LR_r1i1p1f1_historical,IPSL_IPSL-CM6A-LR_r20i1p1f1_historical,IPSL_IPSL-CM6A-LR_r21i1p1f1_historical,IPSL_IPSL-CM6A-LR_r22i1p1f1_historical,IPSL_IPSL-CM6A-LR_r23i1p1f1_historical,IPSL_IPSL-CM6A-LR_r24i1p1f1_historical,IPSL_IPSL-CM6A-LR_r25i1p1f1_historical,IPSL_IPSL-CM6A-LR_r26i1p1f1_historical,IPSL_IPSL-CM6A-LR_r27i1p1f1_historical,IPSL_IPSL-CM6A-LR_r28i1p1f1_historical,IPSL_IPSL-CM6A-LR_r29i1p1f1_historical,IPSL_IPSL-CM6A-LR_r2i1p1f1_historical,IPSL_IPSL-CM6A-LR_r30i1p1f1_historical,IPSL_IPSL-CM6A-LR_r31i1p1f1_historical,IPSL_IPSL-CM6A-LR_r3i1p1f1_historical,IPSL_IPSL-CM6A-LR_r4i1p1f1_historical,IPSL_IPSL-CM6A-LR_r5i1p1f1_historical,IPSL_IPSL-CM6A-LR_r6i1p1f1_historical,IPSL_IPSL-CM6A-LR_r7i1p1f1_historical,IPSL_IPSL-CM6A-LR_r8i1p1f1_historical,IPSL_IPSL-CM6A-LR_r9i1p1f1_historical,MIROC_MIROC-ES2L_r1i1p1f2_historical,MIROC_MIROC-ES2L_r2i1p1f2_historical,MIROC_MIROC-ES2L_r3i1p1f2_historical,MOHC_UKESM1-0-LL_r1i1p1f2_historical,MOHC_UKESM1-0-LL_r2i1p1f2_historical,MOHC_UKESM1-0-LL_r3i1p1f2_historical,MOHC_UKESM1-0-LL_r4i1p1f2_historical,MOHC_UKESM1-0-LL_r8i1p1f2_historical,NCAR_CESM2-WACCM_r1i1p1f1_historical,NCAR_CESM2-WACCM_r2i1p1f1_historical,NCAR_CESM2-WACCM_r3i1p1f1_historical,NCAR_CESM2_r10i1p1f1_historical,NCAR_CESM2_r11i1p1f1_historical,NCAR_CESM2_r1i1p1f1_historical,NCAR_CESM2_r2i1p1f1_historical,NCAR_CESM2_r3i1p1f1_historical,NCAR_CESM2_r4i1p1f1_historical,NCAR_CESM2_r5i1p1f1_historical,NCAR_CESM2_r6i1p1f1_historical,NCAR_CESM2_r7i1p1f1_historical,NCAR_CESM2_r8i1p1f1_historical,NCAR_CESM2_r9i1p1f1_historical,CCCma_CanESM5_r10i1p1f1_hist-GHG,CCCma_CanESM5_r1i1p1f1_hist-GHG,CCCma_CanESM5_r2i1p1f1_hist-GHG,CCCma_CanESM5_r3i1p1f1_hist-GHG,CCCma_CanESM5_r4i1p1f1_hist-GHG,CCCma_CanESM5_r5i1p1f1_hist-GHG,CCCma_CanESM5_r6i1p1f1_hist-GHG,CCCma_CanESM5_r7i1p1f1_hist-GHG,CCCma_CanESM5_r8i1p1f1_hist-GHG,CCCma_CanESM5_r9i1p1f1_hist-GHG,CCCma_CanESM5_r10i1p1f1_hist-aer,CCCma_CanESM5_r1i1p1f1_hist-aer,CCCma_CanESM5_r2i1p1f1_hist-aer,CCCma_CanESM5_r3i1p1f1_hist-aer,CCCma_CanESM5_r4i1p1f1_hist-aer,CCCma_CanESM5_r5i1p1f1_hist-aer,CCCma_CanESM5_r6i1p1f1_hist-aer,CCCma_CanESM5_r7i1p1f1_hist-aer,CCCma_CanESM5_r8i1p1f1_hist-aer,CCCma_CanESM5_r9i1p1f1_hist-aer,CCCma_CanESM5_r10i1p1f1_hist-nat,CCCma_CanESM5_r1i1p1f1_hist-nat,CCCma_CanESM5_r2i1p1f1_hist-nat,CCCma_CanESM5_r3i1p1f1_hist-nat,CCCma_CanESM5_r4i1p1f1_hist-nat,CCCma_CanESM5_r5i1p1f1_hist-nat,CCCma_CanESM5_r6i1p1f1_hist-nat,CCCma_CanESM5_r7i1p1f1_hist-nat,CCCma_CanESM5_r8i1p1f1_hist-nat,CCCma_CanESM5_r9i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-GHG,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-aer,IPSL_IPSL-CM6A-LR_r10i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r1i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r3i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r4i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r5i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r6i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r7i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r8i1p1f1_hist-nat,IPSL_IPSL-CM6A-LR_r9i1p1f1_hist-nat,CCCma_CanESM5-CanOE_r1i1p2f1_ssp585,CCCma_CanESM5-CanOE_r2i1p2f1_ssp585,CCCma_CanESM5-CanOE_r3i1p2f1_ssp585,CCCma_CanESM5_r10i1p1f1_ssp245,CCCma_CanESM5_r10i1p2f1_ssp245,CCCma_CanESM5_r1i1p2f1_ssp245
1929,,,,,,,17348.693,13850.417,10571.483,12482.747,8815.975,15744.645,18419.94,13305.083,17431.555,18741.357,20082.834,16208.544,20557.404,17339.576,12577.528,16257.324,17665.049,14475.18,16546.736,23464.39,19827.65,18557.324,18677.725,17228.236,15693.661,17460.092,17505.625,19891.805,17013.424,17972.314,17392.256,17236.799,17856.482,18564.014,22073.672,20468.322,19492.13,-15986.218,-8519.452,-2142.8633,-10625.044,-11892.766,-8078.138,25479.334,26706.15,27308.086,29358.87,24953.705,22027.783,24236.807,24694.982,20582.002,28635.22,26868.5,29733.338,24087.018,26387.998,20754.326,26004.812,24603.662,29391.693,25490.217,28053.303,22351.193,23301.932,27800.479,21461.717,27175.12,26377.783,27304.557,25779.752,29220.398,25680.977,26619.475,63932.074,20325.457,22901.623,74372.016,78552.414,68302.07,74224.48,60976.734,13079.058,16338.78,10254.226,19568.76,14522.445,21203.879,8375.808,15192.677,12955.763,13235.134,15738.317,13677.579,15072.43,10190.406,13393.587,13001.542,12971.507,14548.478,14686.544,13037.52,16895.025,14529.872,18519.076,17594.584,-474.1775,-2050.2788,1906.0948,708.2486,3150.9753,-2399.7488,126.21134,928.70905,-1347.9838,1035.4403,-3720.154,-4275.194,1226.4081,-1221.9347,419.3151,-3301.8193,-1830.068,-1208.4152,1067.9567,-632.2968,21947.984,28016.188,28168.729,30518.611,26173.482,21474.365,26451.865,31658.562,21349.516,8563.222,11857.382,10502.116,13724.438,16305.327,17033.021,8713.406,11819.273,10612.544,10714.293,7807.944,10958.749,9624.905,10711.183,7709.2515,9767.485,6384.1743,9319.319,,,,,,
1930,,,,,,,16165.555,13731.329,10673.079,13149.863,10856.159,13409.214,16618.777,13188.3125,17031.81,17398.701,17275.053,15947.249,16558.084,18360.746,19647.467,14909.586,16888.787,18479.541,22886.53,17637.752,17326.746,17105.053,17344.76,17138.629,15696.612,16705.162,17281.744,18052.855,15416.122,15350.789,18133.203,15709.921,20198.447,16111.585,18498.139,18738.096,18777.906,-18489.574,-5212.6636,-1097.4298,-9917.306,-943.696,-14478.679,31677.57,23583.713,26713.078,26143.982,24457.719,20196.62,25920.443,27695.584,23750.107,34014.887,24628.072,28183.889,28467.508,25125.516,26982.287,23046.658,23886.307,27162.463,22562.578,26164.023,24381.033,26538.383,23143.514,22973.271,22568.133,25781.486,24189.158,24546.729,24896.594,26114.732,27377.11,68190.836,20082.422,24122.338,56763.316,63736.37,59905.152,47861.645,65224.312,17029.805,14262.172,14377.832,14747.527,18269.885,18868.084,11826.38,14720.735,16229.862,13235.464,16643.621,18964.773,18064.88,19246.912,12789.797,11948.2,15080.507,13868.574,15787.43,11924.289,14388.636,11666.395,13626.804,13258.872,-2202.1912,4040.6848,474.34204,235.09448,4819.52,328.94662,-5747.5864,104.33456,2314.344,2835.1934,-1985.8002,-3220.159,5475.972,-4459.8086,893.8083,-2751.6816,-6676.7554,-774.7508,2350.7712,114.73633,22699.857,30570.994,27990.037,27697.412,26022.658,19969.357,24758.998,29975.982,22594.416,13831.358,11770.851,10523.555,13620.836,11314.4375,14576.531,8325.409,13862.425,9960.22,11654.829,8901.216,7922.104,7419.3125,11078.164,1343.6306,9811.959,3703.0217,9947.36,,,,,,
1931,,,,,,,19064.807,11988.1875,16026.925,12059.605,11601.009,16198.558,20294.672,17043.984,14663.688,15116.409,16888.76,15624.255,16715.275,18065.451,16186.222,11223.772,18452.957,17356.143,21283.377,12707.949,11053.848,18094.723,15257.989,14879.43,17508.967,18298.21,18498.578,17522.584,12976.991,19163.1,18336.943,16054.691,17377.322,13139.995,14577.031,14465.406,17430.244,-18953.865,-1594.1256,-8659.508,-6737.2534,-4396.2686,-8810.69,24431.797,23491.729,23215.303,26540.17,24675.135,23765.268,23018.814,26427.76,26257.057,28356.807,27091.986,23579.393,25222.104,22964.568,24313.291,24643.28,25864.557,27034.766,23188.447,22376.28,26736.594,26869.914,19141.602,23725.85,22288.21,28198.717,28558.268,24910.979,24752.47,24471.092,23426.104,86581.19,18314.158,19128.113,48439.965,51803.832,71106.76,67428.68,74861.62,17163.719,15922.681,12383.94,19384.605,13006.065,19773.752,12570.7,17305.719,13373.242,9568.132,20548.152,15410.401,17365.203,18869.426,15453.84,10009.4795,14610.59,15440.407,19531.764,11444.726,16208.626,12903.445,14978.516,11668.7295,-2801.3098,7301.807,4282.485,1440.3263,-225.59322,-593.84955,-6050.1934,1248.4381,2158.1533,-123.1814,-1898.4882,868.3942,4790.201,-4156.1074,-1131.2396,827.167,-5955.0938,2086.8772,4194.2305,-2431.074,21924.922,30340.295,29505.578,26694.604,26563.287,25285.861,21138.076,28432.688,25426.584,10047.541,12778.066,12360.703,12147.382,8260.534,17802.941,8466.595,9941.898,6231.4507,13945.823,10312.401,8338.593,10371.761,8830.694,4934.275,5865.9634,8543.932,9795.327,,,,,,
1932,,,,,,,17447.787,14366.82,21403.65,12732.183,13062.216,13876.321,17741.006,15070.117,16759.043,15042.911,17441.04,12980.957,18312.426,19569.334,14917.944,14550.347,21024.965,15553.114,18079.68,16193.29,14820.013,15952.241,14871.855,17698.818,17715.883,17509.893,19602.799,17344.033,15683.137,19481.35,15163.039,15336.574,17823.367,16911.326,15363.325,17197.662,17396.092,-26344.865,-7757.9673,-8938.464,-10542.675,-1658.139,-6850.1895,24743.484,25671.033,24521.295,26560.416,24032.854,22537.242,22956.24,23651.674,26211.174,24673.006,27865.158,26413.398,25544.127,24025.68,21278.86,25351.969,27335.889,28052.172,23143.482,21449.78,25685.658,26831.797,26700.6,24667.0,24998.031,25793.44,27528.969,24526.89,24379.615,27259.482,23030.102,73904.734,19135.31,21645.268,61838.812,68505.44,100471.695,55380.176,76763.34,18695.744,16278.336,16546.424,16221.847,15256.052,14773.105,12981.435,14784.21,16319.62,14575.138,12384.964,18028.12,19569.604,20171.105,14733.977,13813.66,11165.7295,16517.252,20152.904,11606.43,18549.57,18461.145,14422.54,15539.368,1010.6922,3219.2874,5191.726,-2168.0105,879.2297,-887.1385,-9780.613,3829.1838,-170.34282,-399.87125,-1267.652,-839.80255,5381.0415,-3001.0452,-152.26411,590.033,-5142.5254,1266.5134,3864.9207,-1405.2651,25859.127,25016.002,29303.67,25077.117,25046.041,21796.191,26766.338,27375.69,23039.627,8807.663,10201.327,12539.972,12309.54,6531.4097,13879.618,9389.874,11423.575,3972.995,9308.37,14693.669,11875.808,9534.491,9815.098,9523.562,8521.401,7861.5024,4691.935,,,,,,
1933,,,,,,,16304.95,16746.92,16473.857,7208.6196,11403.516,19581.736,19598.127,16436.076,15526.93,12523.91,16726.232,19138.596,20518.88,21695.78,20087.248,13229.614,19558.18,13418.008,16339.397,18407.057,13882.034,13587.505,20099.31,16577.0,19226.568,15624.405,17187.375,16250.172,15261.035,16949.002,15168.242,14924.024,14547.656,16115.976,19739.852,19832.316,19630.322,-26808.58,-4083.0505,-12924.284,-7896.387,-5951.242,257.3788,26468.799,28676.795,28223.703,25413.088,23111.361,28208.572,22405.658,25589.217,26159.312,22349.748,27363.56,24866.031,19346.19,28001.22,25601.688,29917.78,26688.156,30651.729,26292.46,23127.127,25305.111,26698.814,26593.396,25914.72,23579.271,24938.549,28401.008,28194.791,25723.861,25280.877,24433.432,76240.63,26658.135,24494.26,64089.61,60270.02,62141.246,70521.03,81149.91,16573.25,11969.153,18370.852,17367.53,10489.244,17238.537,17825.035,16159.519,16139.934,15102.862,11355.329,15468.692,18612.74,21291.232,16881.115,15530.704,16363.445,13877.276,19309.105,16011.367,14872.691,13504.731,14067.503,16223.817,-203.25749,3903.2122,3224.6074,-3736.213,768.0809,-2260.7402,-7198.039,-625.05225,3317.3699,-1255.3735,137.24397,-806.8565,737.4709,-3117.4307,-1158.9127,448.59976,-4404.0796,-1894.747,5009.666,750.321,27806.072,25020.791,29614.65,22415.994,27117.12,24194.912,22934.588,27895.35,25215.412,13043.323,10649.997,10142.195,10486.956,3047.793,13034.247,12737.136,8857.585,9317.744,9003.21,12390.52,11123.901,8392.271,8560.01,9223.395,5170.7554,6586.2837,7713.184,,,,,,
1934,,,,,,,11624.483,18765.793,13010.855,8669.722,11230.728,15560.058,17628.15,13650.765,16046.339,15482.849,20689.293,22378.75,22912.594,19427.354,23432.354,11611.06,18564.746,17097.752,14141.216,17467.219,16424.09,18034.951,18418.615,16708.057,15956.427,13432.836,17400.46,15707.911,14386.392,17398.742,18895.64,16611.072,19994.62,15799.272,16382.87,18814.104,18095.877,-25269.197,-5264.0093,-9049.628,-16173.009,-4559.9995,-9168.464,22886.908,21032.793,27308.049,25021.81,24000.732,23708.156,23515.287,22519.959,21875.197,23907.822,29054.998,23740.531,23790.748,26463.47,29069.514,28145.072,20638.098,31432.018,24427.654,23821.084,29554.89,29327.83,28493.521,26512.35,23955.428,25677.451,28802.828,29365.61,30116.506,25766.438,25826.893,92583.06,28308.678,25047.99,53907.266,65390.73,52512.72,56160.344,79692.45,14558.731,17633.588,13564.13,16096.535,15551.11,23574.13,17222.85,18211.791,17881.709,15275.69,15823.269,14902.698,19464.016,17365.033,17663.596,15161.958,17231.984,17516.732,17907.697,11884.996,13837.53,17075.467,15447.208,17118.992,-406.44336,7385.135,2037.1049,-674.01324,1947.8363,1643.2125,-5085.2944,701.4642,1743.0239,-769.7386,-4554.93,-1788.2758,292.04086,-8832.888,898.1347,-4459.4033,-4292.8315,-4660.649,4118.7437,2097.6926,30305.744,24960.531,24612.424,23555.51,24749.096,30072.807,24430.045,27418.568,25727.688,9381.89,9968.297,12362.421,11874.44,6429.4204,13411.989,11730.984,7464.847,9709.147,15126.401,12563.512,12781.0625,6294.77,8445.916,9515.099,7001.065,7056.6343,10051.368,,,,,,
1935,,,,,,,12911.136,16227.548,13902.0,8326.931,15373.36,16569.162,20928.514,15203.109,19036.514,18946.695,18449.232,20808.588,20149.334,18100.162,16446.598,11344.27,12173.199,23324.32,19240.78,15785.098,21138.215,16677.58,21986.877,17204.867,18186.771,16017.048,17714.338,19166.322,19112.256,18503.764,15908.247,18390.129,24946.36,16813.326,12707.7,19313.191,20637.562,-26676.271,-6189.033,-9586.646,-15182.544,-3407.4707,-1344.2643,25356.658,24783.865,30809.9,25402.281,23637.58,23528.936,24092.766,27496.297,22675.064,27933.65,25556.021,28273.588,24724.852,23603.658,26240.729,28078.133,23075.451,27178.092,24216.25,23628.08,29026.734,31612.67,25518.88,27204.24,25233.633,27316.201,25816.045,32464.287,27365.94,23956.479,28493.594,89147.12,25360.725,22770.479,97178.02,72022.48,57591.043,47245.715,76907.67,17647.168,16968.912,17456.957,22777.234,16724.682,23327.781,17790.195,19242.078,19775.248,16251.124,12535.927,17557.506,19938.947,12813.641,13338.789,18089.967,16723.309,16950.305,18192.584,17903.096,17350.037,13867.532,15868.094,19782.738,4021.3132,3684.503,387.29605,3424.7742,-299.7628,6451.315,-4298.134,512.63336,233.56328,-1486.5299,-1991.5756,-1184.8517,-394.54916,-9922.931,-1089.7509,2303.5544,-2270.3027,-3863.2302,-2915.674,952.61304,30567.12,26852.46,28240.854,29617.115,24783.982,26596.13,22453.727,25188.969,26405.062,3720.3235,8836.083,10389.605,8371.764,9811.151,16943.514,11024.644,6295.957,9781.687,11651.781,13653.226,5406.6543,7291.2905,12275.267,11915.1875,12838.015,7467.905,9389.094,,,,,,
1936,,,,,,,13422.667,16955.459,12280.552,9895.809,11339.329,18768.223,19318.87,18392.121,21950.172,16413.057,19831.709,23241.88,19326.977,22423.967,22889.25,16360.351,17976.959,18958.473,23541.562,21397.627,19799.744,17829.375,17905.307,20098.477,18254.453,19129.56,17654.62,14884.87,16254.987,18541.205,20718.055,22464.12,21894.611,19701.217,15708.878,16077.438,20751.6,-20279.945,-4898.938,-4340.809,-11205.122,-5093.9575,1018.0957,24367.479,29755.088,30921.908,23544.555,28775.281,29546.525,24359.295,32016.062,27411.611,31111.928,28595.334,28034.807,29859.781,28967.766,27858.705,31928.998,25715.766,31298.58,28920.49,31485.658,28927.04,35489.707,26122.197,31854.914,25430.54,30201.398,29517.904,32660.18,28773.717,27912.396,26543.256,95135.4,23933.412,23275.375,77483.19,69202.945,84482.9,77789.24,79857.805,18115.213,22125.71,20246.426,21247.65,20931.264,27489.275,18670.195,24072.67,26344.182,16439.303,19608.307,17510.707,22570.164,17014.115,14936.539,19219.662,21229.531,20606.469,15577.039,20062.908,18047.928,15246.319,18539.54,19990.717,115.59977,513.7265,135.2889,854.84033,4663.9854,2570.258,-6082.8413,-3605.2441,426.20175,-3792.9094,-1606.2539,120.192665,4029.2683,-7555.006,-1428.1571,88.80392,1270.3512,-3626.4905,-861.4349,49.441936,28946.06,28520.686,26778.49,28418.436,26619.732,27183.12,26277.623,27350.955,22641.283,9270.656,14117.438,10642.112,10315.317,6834.0977,12522.569,12637.039,9026.427,12609.762,9722.647,12048.358,5799.057,4279.146,10081.921,7938.5605,5536.402,7887.857,9643.214,,,,,,
1937,,,,,,,15765.593,15550.988,10875.134,16218.708,16278.61,22723.031,19710.084,19019.355,23264.623,20624.324,22181.164,20395.295,23480.06,22962.143,24314.271,21451.146,21379.297,22494.041,23936.648,21602.99,17828.145,17229.125,21815.662,17919.006,20424.809,22683.342,24012.5,16254.989,20352.484,20029.639,16923.654,24259.047,20168.592,16423.055,19724.63,18707.393,20841.701,-26072.867,-2827.7275,-5282.612,-203.57129,-2539.3015,-5272.864,29731.344,30509.01,32389.703,26643.564,29476.768,31533.38,27328.678,31751.639,28501.188,30969.373,30088.305,27917.719,29352.111,31897.033,25596.695,36131.543,27835.72,33224.543,28887.6,30199.32,32412.766,28358.453,30842.205,33979.8,29180.758,31175.852,33921.527,31181.445,30025.607,28937.314,32381.955,91505.35,23899.586,24545.555,51223.863,62672.926,52193.387,76598.37,112119.56,24454.508,28607.576,21324.39,20119.197,19186.137,25636.43,18965.752,25966.521,25531.814,15214.294,19797.217,16772.139,22637.975,18331.697,20978.256,19684.354,21119.275,21311.863,14264.575,20315.717,17515.51,19819.025,18545.936,21474.25,488.53873,2935.1726,-1983.413,1103.0774,193.5384,845.7385,2027.434,-2308.104,-3009.432,-2286.3494,-6097.5376,-119.58097,2171.87,-8445.577,-1017.6704,-9835.767,-2732.2444,-6557.6323,-867.9191,-58.658855,32046.51,32779.758,29932.56,28318.916,26008.375,31440.865,28125.291,29308.842,28711.783,6839.5464,14803.313,6359.225,9329.435,10387.331,8900.81,9850.017,13527.167,4391.0923,9594.458,11495.044,8203.993,10794.91,9469.397,8623.26,5254.864,4176.3027,7569.0923,,,,,,
1938,,,,,,,18679.639,15200.829,13652.013,23401.338,18030.246,23180.314,18324.42,23304.994,20872.701,19437.15,20687.545,18188.12,21296.863,22498.725,21839.69,21388.06,19767.863,24655.045,17304.004,24653.006,23558.791,18858.295,21877.533,20045.373,22335.648,20099.736,23772.178,18459.37,22243.17,19791.262,13363.629,21942.541,22640.406,17981.37,20773.479,23159.744,24694.432,-24728.912,-1828.183,-2838.8489,-4268.331,-81.17367,-1093.0853,27804.037,34197.76,32731.791,28383.428,33730.5,27792.037,33185.105,30525.51,28610.69,29313.375,30215.115,30769.373,33055.184,27643.688,31247.744,29680.781,26424.861,33662.125,27006.646,31132.37,32922.953,28691.88,32998.973,31738.541,31660.209,30721.35,27770.252,30972.74,29107.166,33402.543,27004.44,98534.9,25201.297,29545.787,65426.426,84700.555,71852.99,76733.26,94431.055,22915.846,29133.291,24031.438,17470.463,21702.268,18159.34,19286.38,24073.834,23720.033,17131.049,23501.951,17694.44,22365.861,20296.275,21968.635,23439.768,19002.936,24176.635,22339.023,21733.965,18451.79,19699.746,17429.748,20760.475,-2656.0632,234.42603,1894.5729,4859.4355,-404.6073,2721.117,3756.0215,-669.8458,-2381.1973,1089.9209,-5455.431,-754.5129,225.60197,-6160.3496,-1324.0829,-5018.8286,-1779.9316,-2634.2324,-815.6609,-2376.599,31300.984,30467.705,28555.678,32251.94,27469.01,28142.584,26907.531,27212.758,27449.799,7020.2344,10222.539,2841.4082,9776.439,6119.6523,16275.522,6011.2046,9884.058,10102.864,6846.185,11918.605,4286.253,8424.112,4580.664,8016.23,9735.7295,7363.4087,7828.7534,,,,,,
1939,,,,,,,18523.643,15569.802,18287.057,26611.846,17641.248,22471.201,19060.865,21655.97,20652.057,17304.402,19250.37,23264.945,23727.443,21407.455,22719.117,20051.63,23043.986,24739.217,22634.03,18782.19,24378.479,22806.305,21293.924,18074.459,20156.69,20962.322,24320.076,18402.281,17275.977,22634.432,18814.322,23158.93,24464.725,23014.916,20663.656,22859.81,21429.088,-25914.975,272.7728,-5030.8335,-474.13998,-4389.0044,-11064.547,27751.947,29820.914,29029.914,30598.049,32943.766,31246.56,33446.137,32054.58,29986.283,31984.87,28783.588,28791.975,28211.586,32526.662,30186.873,31985.115,31285.635,30080.633,27691.334,33028.066,32568.268,27951.375,34006.176,32995.9,32107.459,32297.553,28846.143,28889.822,30364.486,29509.797,33281.164,90648.055,29471.508,30413.244,69943.9,85752.18,85395.26,82883.266,74382.01,19803.467,22749.506,27868.271,19187.643,19957.117,21485.904,19416.84,23799.541,21094.885,21066.29,19180.064,21051.557,22954.672,23156.252,20816.13,23411.334,22203.47,23153.682,19525.182,22137.088,17475.486,22478.268,18674.842,18998.564,-782.145,-2262.5847,2611.382,2574.502,-1009.82227,3065.93,3630.498,-1442.848,-628.7132,585.89386,-1584.9655,-2101.2747,-3274.1897,-4202.225,-1393.1411,-4525.781,1606.6855,-1203.6226,-2528.0364,-3617.9749,29882.697,27772.096,34198.086,33994.457,29929.15,31788.635,30394.912,30367.148,28886.445,10547.401,10940.843,7629.961,12106.543,8257.036,14721.781,11436.911,9768.335,9201.489,8820.588,8148.2134,6525.2397,7989.02,3159.0637,9261.249,8297.788,5794.607,4496.7686,,,,,,
